10/10/1974 19:30,hudson,ma,us,other,2700,Not sure of the eact month or year of this sighting but it was in the fall of 74 or 75. Was walking home around dusk and saw a bright l,42.3916667,-71.5666667
10/10/1974 21:30,cardiff (uk/wales),,gb,disk,1200,back in 1974 I was 19 at the time and  lived in a suburb of Cardiff Wales UK called Ely&#44 and in the distance there was a wood called Ca,51.5,-3.2
10/10/1974 23:00,hudson,ks,us,light,1200,The light chased us.,38.1055556,-98.6597222
10/10/1975 17:00,north charleston,sc,us,light,360,Several Flashing UFO lights over Charleston Naval Base in S.C.,32.8544444,-79.975
10/10/1976 20:30,washougal,wa,us,oval,60,Three extremely large lights hanging above nearby trees.,45.5827778,-122.3522222
10/10/1976 22:00,stoke mandeville (uk/england),,gb,cigar,3,White object over Buckinghamshire UK.,51.783333,-0.783333
10/10/1977 12:00,san antonio,tx,us,other,30,i was about six or seven and my family and me were sitting next to a window at home eating when a type of dark ball hit the screen wind,29.4238889,-98.4933333
10/10/1977 22:00,louisville,ky,us,light,30,HBCCUFO CANADIAN REPORT:  Pilot Sighting Of Unusual Light.,38.2541667,-85.7594444
10/10/1978 2:00,elmont,ny,us,rectangle,300,A memory I will never forget that happened meny years ago.,40.7008333,-73.7133333
10/10/1979 0:00,poughkeepsie,ny,us,chevron,900,1/4 moon-like&#44  its &#39chord&#39 or flat side parallel to horizon&#44  bright orange-red glow&#44  completely silent&#44 no features.,41.7002778,-73.9213889
10/10/1979 22:00,saddle lake (canada),ab,,triangle,270,Lights far above&#44  that glance; then flee from the celestrialhavens&#44 only to appear again.,53.970571,-111.689885
10/10/1979 22:00,san diego,ca,us,oval,180,My 2nd UFO sighting&#44 October 1979,32.7152778,-117.1563889
10/10/1979 22:00,security,co,us,unknown,1800,very low clouds all different colors&#44search lights were seen shining down out of the clouds on the houses and streets. this event was s,38.7583333,-104.7425
10/10/1980 19:00,houston,tx,us,sphere,180,Sphere&#44 No lights&#44  moving through neighborhoods above tree tops&#44 over busy streets in Houston in 1980.,29.7630556,-95.3630556
10/10/1980 22:00,dallas,tx,us,unknown,300,Strange shape shifting craft of pure light energy.,32.7833333,-96.8
10/10/1980 23:30,manchester,nh,us,light,300,A red glowing sphere stopped and watched me.,42.9955556,-71.4552778
10/10/1982 7:00,gisborne (new zealand),,,disk,120,gisborne nz 1982 wainui beach to sponge bay,-38.662334,178.017649
10/10/1984 5:00,houston,tx,us,circle,60,2 experience with unkown,29.7630556,-95.3630556
10/10/1984 12:00,traverse city,mi,us,other,120,translucent football seen over city airport,44.7630556,-85.6205556
10/10/1984 22:00,white plains,ny,us,formation,20,Saw a hugh object in sky with lights intermittently placed not making any noise traveling north in the night sky.It had no real identif,41.0338889,-73.7633333
10/10/1985 20:25,leeds (uk/england),,gb,triangle,600,three light in the sky that led to a big black silent triangle shaped craft.,53.8,-1.583333
10/10/1986 20:00,holmes/pawling,ny,,chevron,180,Football Field Sized Chevron with bright white lights on front&#44 moving slowly with absolutely no sound,41.523427,-73.646795
10/10/1987 20:00,manilla (rr#1) (canada),on,,disk,600,We could clearly see the craft and observed in detail it&#39s structure&#44no sound was made by it and the lights that were flashing were not,0,0
10/10/1988 18:00,milwaukee,wi,us,triangle,600,A silent black triangular object with no lights moved over us as we walked our dog across a school playground.,43.0388889,-87.9063889
10/10/1988 21:00,new gloucester,me,us,unknown,120,I&#39m still afraid to look at the sky at night.,43.9627778,-70.2830556
10/10/1988 22:00,boulder,co,us,light,60,Three Stars Begin to Move Randomly&#44 Stop&#44 Change Direction&#44 Move Again&#44 And Then Vanish,40.015,-105.27
10/10/1988 22:45,seattle (ballard area),wa,us,unknown,2,Two adult witnesses are stunned by the sound of an object that streaks above the home they are in.,47.6063889,-122.3308333
10/10/1989 0:00,calabasas,ca,us,disk,300,Unidentified object on Mulholland Highway.,34.1577778,-118.6375
10/10/1989 21:00,centralia,wa,us,triangle,60,A huge triangularly shaped silent object that blotted out 25 degrees of the sky&#44 lighted by four glowing points.,46.7163889,-122.9530556
10/10/1989 21:00,kranklin,ky,,triangle,180,Triangle seen in franklin Ky - october 1989,36.722263,-86.577218
10/10/1990 20:00,pense (canada),sa,,unknown,180,i saw something one rainy night&#44 and i&#39ll never forget it as long as i live.,0,0
10/10/1990 21:00,ashburn,ga,us,triangle,120,Translucent Craft that makes No Sound While Moving,31.7058333,-83.6533333
10/10/1991 22:00,frisco,nc,us,unknown,1800,A friend and myself were standing on the shore of the Pamlico sound as we observed 4 objects moving in up and down motions for about 30,35.235,-75.6288889
10/10/1991 22:00,harrisburg,pa,us,triangle,600,We observed 3 triangular shaped high speed objects&#33,40.2736111,-76.8847222
10/10/1992 17:00,panama city,fl,us,formation,3600,During a road trip to Panama City a friend and I witnessed a pair of luminous light formations appear and dissappear over the Gulf.,30.1586111,-85.6602778
10/10/1992 18:00,stafford,tx,us,unknown,10,A man emerges from a beam of light that shines on a grassy field at night and he runs towards the Texas Instruments parking lot.,29.6158333,-95.5575
10/10/1992 20:15,seymour,tn,us,cigar,60,Stationary Elongated UFO 200ft above vacant field with city lights on bottom,35.8905556,-83.7247222
10/10/1992 22:00,weatherford,tx,us,unknown,30,Black or dark grey.  Too big&#44 too low&#44 too slow&#44 too quiet&#44 for a normal aircraft.,32.7591667,-97.7969444
10/10/1993 3:00,zlatoust (russia),,,sphere,1200,I woke up at night and looked out the window near my bed. There was a huge sphere of shining light in front of our nine floor apartment,55.183333,59.65
10/10/1993 22:00,peoria,il,us,light,8,Light over Peoria&#44 IL that moves slowly&#44 stops in mid-air&#44 hovers&#44 changes colors&#44 shoots in opposite direction and disappears.,40.6936111,-89.5888889
10/10/1993 23:00,carthage,tn,us,other,60,1 object with green and red lights,36.2522222,-85.9516667
10/10/1994 15:00,mercedies,tx,,cigar,3600,ufo chased by fighter jet over Rio Grande Valley. Seen on news,26.149798,-97.913611
10/10/1994 18:30,burnt hills,ny,us,rectangle,120,Giant rectangular craft (resembling an upside-down aircraft carrier) over highway near Saratoga&#44 NY.,42.9097222,-73.8955556
10/10/1994 22:00,pinebergen,ar,us,light,5,Round&#44 bright&#44 low flying object silently speeds West of Arkansas town at 11:30pm&#44 10/10/94.,34.1027778,-91.9922222
10/10/1994 23:00,toronto (greater toronto area) (canada),on,ca,sphere,3600,Large rusty sphere,43.666667,-79.416667
10/10/1995 17:05,puerto rico (puerto rico),pr,,,0,Woman calls regarding fiance who is having peculiar &quot;flash back&quot; recall of alien type creatures.  Directed to investigator.,18.220833,-66.590149
10/10/1995 19:45,milwaukee,wi,us,,120,Man  on Hwy 43 SW of Milwaukee sees large&#44 bright blue light streak by his car&#44 descend&#44 turn&#44 cross road ahead&#44 strobe. Bizarre&#33,43.0388889,-87.9063889
10/10/1995 22:40,oakland,ca,us,,60,Woman repts.  bright light in NW sky&#44 suddenly approaches her&#44 flies slowly overhead.  Swept wings&#44 2 blurry lights either side.,37.8044444,-122.2697222
10/10/1996 3:20,higginsville,mo,us,triangle,3,illuminated triangular craft&#44 flying at high speed from South to North,39.0725,-93.7169444
10/10/1996 20:00,lake macquarie (nsw&#44 australia),,,light,300,RED LIGHT WITH OTHER RED FLASHING LIGHT&#44 ONE OBJECT,-33.093373,151.588982
10/10/1996 22:00,charleston,sc,us,light,300,Flashing object above Charleston&#44 SC,32.7763889,-79.9311111
10/10/1996 22:30,monroe county,oh,us,cylinder,60,Looked like it went through the hillside,39.4402778,-84.3622222
10/10/1997 16:00,connersville,in,us,delta,14400,3 differants types &#44 cluster &#44delta &#44 and one in a 3 pointed star design . followed it for six miles .,39.6411111,-85.1411111
10/10/1997 17:00,mesa,az,us,sphere,30,A small dark purple quad-thruster craft hovering 200-300 feet in the sky. 500 Lights On Object0: Yes,33.4222222,-111.8219444
10/10/1997 20:00,bonaire,ga,us,triangle,300,Triangular Object Sighted at Very Close Range,32.5436111,-83.5961111
10/10/1997 21:00,austin,mn,us,other,3600,i was traveling northbound on state highway 105 approximately 8 miles south of Austin MN when an object came down directly above my car,43.6666667,-92.9744444
10/10/1998 2:00,turin (italy),,,disk,15,We were doing a patrol during the night&#44me and my friend were on guard duty in a military camp wich was a big field in the middle of a,0,0
10/10/1998 2:30,hollywood,ca,us,changing,300,I was standing outside on Sunset Blvd. at Vine and looked straight up which I normally do not do. I saw three bright white lights in a,34.0983333,-118.3258333
10/10/1998 3:30,phoenix (north part),az,us,fireball,15,bright green moving north to north east. it was bright green and kinda clear. quite fast too.,33.4483333,-112.0733333
10/10/1998 13:15,elgin,il,us,cylinder,1800,While looking up at sky I noticed a bright light hovering above the sky. then I noticed a jet airliner traveling in the same area and I,42.0372222,-88.2811111
10/10/1998 17:30,las vegas,nv,us,cigar,600,White&#44 vertical cigar shape floating around in the eastern sky.,36.175,-115.1363889
10/10/1998 17:30,las vegas,nv,us,circle,2700,Ufo sighting in las vegas near Area51,36.175,-115.1363889
10/10/1998 20:30,nyc/westchester area,ny,,triangle,60,Lights over NYC,40.935998,-73.901708
10/10/1998 20:30,spokane (about 30 miles sw of&#44i-90&#44 maybe mm 254),wa,us,triangle,600,Dark boomerange object seen for ten minutes hovering over the freeway with a bright light out the front that lit up the fields. No jet,47.6588889,-117.425
10/10/1998 20:50,mooresville,nc,us,light,2,Star gazing in back yard with telescope and binos. Saw shooting star and an oblong shape of light.,35.5847222,-80.8102778
10/10/1998 22:30,st. john&#39s (canada),nf,ca,egg,7200,Started off as 3 points of intense yellow light in triangle formation - then grew larger - it becage a single egg shape - VERY bright.,47.55,-52.666667
10/10/1998 23:50,delano,tn,us,fireball,15,I came home from work one night and I seen a bright fire like ball go across the top ofthe mountain and it was going fast then it stopp,35.265,-84.5533333
10/10/1999 0:01,martinez,ca,us,changing,3600,Bright objects&#44 red and green flashing lights (and a diffuse white light off to one side of the larger of the two objects)&#44 about 30 de,38.0194444,-122.1330556
10/10/1999 3:00,st. agnes de dundee (canada),pq,,egg,5400,early morning bright object egg shape fully colorder chaging colors as it turn as it was going it change to white colors,0,0
10/10/1999 4:00,kansas city,ks,us,unknown,600,Orange object over city.,39.1141667,-94.6272222
10/10/1999 6:00,dallas,tx,us,other,10,group of   twinkling lights at high altitude,32.7833333,-96.8
10/10/1999 11:00,san diego,ca,us,fireball,3600,At 10:45 in the morning&#44 my father and I noticed a small stationary object in the sky.,32.7152778,-117.1563889
10/10/1999 12:40,kennewick,wa,us,sphere,45,Standing outside saying goodby to family members and pointing to Chem-Trails,46.2113889,-119.1361111
10/10/1999 20:35,hayward,ca,us,circle,90,Many different colored glowing  objects,37.6688889,-122.0797222
10/10/1999 21:00,ashland (at our home),mo,us,light,0,We saw on our local news that in Jefferson City&#44(20 minutes from our home)&#44 a craft was spotted reciently. We have not actually observe,38.7744444,-92.2569444
10/10/1999 21:00,rachel,nv,us,light,10800,Bright lights with incredible agility seen from mailbox at Area 51 on UFO highway in Nevada for several hourse.,37.6447222,-115.7427778
10/10/1999 21:30,humphrey,ne,us,sphere,300,Object moving erratically in sky stopped by spot light,41.6916667,-97.4841667
10/10/1999 22:00,dorset (uk/england),,,flash,1,Whilst out late night cycling (as i have done so for many years and am a hardy fellow);I paused at the cliff tops of our local beach&#44(a,0,0
10/10/1999 22:30,casey key (north end of),fl,,triangle,120,A large trianglual shaped craft flew from horizon to horizon as observed from the stern deck of a motor vessel,27.150053,-82.480653
10/10/1999 22:30,elgin,or,us,chevron,240,Object silently traveled north -northwest. It was V shaped with five orange lights on the perimeter and one white ligh in the center of,45.565,-117.9163889
10/10/1999 23:45,lewiston,mi,us,oval,2700,Oval shaped with lights all around it in a haze with several smaller lights flying all around it.,44.8838889,-84.3055556
10/10/2000 3:00,perryville,mo,us,oval,180,The craft was big&#44 orange&#44 and oval shaped.,37.7241667,-89.8611111
10/10/2000 3:45,carnival cruise ship (paradise) (caribbean),,,flash,1200,Motionless eratic flashing light.,0,0
10/10/2000 6:15,boynton beach,fl,us,other,10,Unusual light formation moving extremely fast across the sky.,26.525,-80.0666667
10/10/2000 7:30,victoria (canada),bc,ca,cylinder,30,Smooth Shiny Cylinder,46.216667,-63.483333
10/10/2000 16:00,jueanu,wi,,triangle,45,5 bight light V shaped,43.40555,-88.705104
10/10/2000 20:20,valley park area of st. louis,mo,,oval,15,Driving on Hyw.141 at Hyw. 44 and going East&#44 I witnessed to my right a glowing orb of light streak horizontally from East to West at a,38.627003,-90.199404
10/10/2000 20:30,brinktown,mo,us,light,1800,3 bright golden lights moving independently above the tree line flaring and fading intermittently for approx. 15 min.,38.1266667,-92.0844444
10/10/2000 21:30,florence,ky,us,light,5,Two objects traveling side by side pass over&#44 as one begins to zig&#44 zag it&#39s path.,38.9988889,-84.6266667
10/10/2000 21:30,seattle (west),wa,us,unknown,10,Dark object in the shape of a (4) after dusk in West Seattle,47.6063889,-122.3308333
10/10/2000 22:00,port orchard,wa,us,diamond,60,One night my window started to flash,47.5405556,-122.635
10/10/2001 3:00,rockwell city,ia,us,triangle,240,Large&#44silent&#44slow&#44low to the ground dull-black Triangle UFO with round red lights at it&#39s corners that were off .I drew it.,42.3952778,-94.6336111
10/10/2001 4:33,sydney (nsw&#44 australia),,au,formation,180,formation and impact,-33.861481,151.205475
10/10/2001 20:10,vancouver (canada),bc,ca,other,300,I observed an green object significantly above a house with the address ((deleted)) Dunbar Street.,49.25,-123.133333
10/10/2001 20:35,hayward,ca,us,circle,120,FALLING STAR  STOPS  &#39SHOTS OUT  DOZENS OF RED POINTS OF LIGHT,37.6688889,-122.0797222
10/10/2001 21:15,ottumwa,ia,us,rectangle,300,We saw a square object at night&#44  which had 2 blue &amp; 2 red lights at corners&#44 hovering in sky above us.,41.0041667,-92.3736111
10/10/2001 21:30,fresno,ca,us,changing,900,Objects were sighted driving north on Highway 5 in California&#39s central valley after night fall&#44 not far past &quot;Kettleman/Fresno&quot; exit s,36.7477778,-119.7713889
10/10/2001 22:00,phoenix,az,us,triangle,60,Triangle shaped craft spotted flying west to east over mid town Phoenix on 10/10/01 at 22:00 hours 4 light dim making no sounellow,33.4483333,-112.0733333
10/10/2001 23:00,virginia beach,va,us,triangle,30,shaped like a stealth bomber (boomerang like&#44 but more triangluar) flat-black in color&#44 made a deep humming sound either really low to,36.8527778,-75.9783333
10/10/2002 0:01,hayward,wi,us,flash,43,we saw pure a light that occasionaly split into 3 to 4 different lights.,46.0130556,-91.4844444
10/10/2002 2:00,philomath,or,us,unknown,5,i watched on the portland news that the space shuttle would be visiable and went to philomath oregon to what was known to be the apple,44.5402778,-123.3663889
10/10/2002 4:00,adelaide (pt. wakefield) (south australia),,au,circle,600,one light became 3,-34.928661,138.598633
10/10/2002 6:00,seattle,wa,us,sphere,90,Light falls from sky,47.6063889,-122.3308333
10/10/2002 19:45,victoria (canada),bc,ca,unknown,120,bright white light with black outline around it moving soundlessly and slowly from north banking east and disappearing upward.,46.216667,-63.483333
10/10/2002 20:30,cincinnati,oh,us,other,1800,Large octagon blue lights on rim red center light hovers over downtown Cincinnati thursday October 10.,39.1619444,-84.4569444
10/10/2002 21:00,portland,or,us,circle,120,The LIGHT is the TRUTH&#33,45.5236111,-122.675
10/10/2002 22:00,bahamas,,,egg,0,we are sitting outside and commenting on all the air traffic tonight. over to the east we were watching what we thought a plane but nev,25.03428,-77.39628
10/10/2002 22:00,burnie (tasmania) (australia),,au,cross,0,the craft was large and noisy,-41.05584,145.903748
10/10/2003 9:00,new buffulo,mi,,light,120,Craft that suddenly vanishes and another one that shows up and does strange things at high speeds,41.79393,-86.743915
10/10/2003 12:00,alhambra,ca,us,oval,300,3 Black ovals in the sky and a floating movie camera,34.0952778,-118.1261111
10/10/2003 18:00,indianapolis,in,us,sphere,1800,Sphere shape object with flashing bright white lights,39.7683333,-86.1580556
10/10/2003 19:15,centreville,va,us,other,600,Aliens check out local high school football game.,38.8402778,-77.4291667
10/10/2003 20:05,grand view,id,us,light,15,Bright light above Mt. Home AFB,42.9897222,-116.0925
10/10/2003 20:25,temperance,mi,us,oval,18000,pulsating green white and red object in the northwest sky at 45degrees,41.7791667,-83.5688889
10/10/2003 21:10,crescent beach,sc,us,formation,37800,For two consecutive nights&#44 we watched a pattern of lights before we were stunned by a discovery on the beach.,33.8075,-78.7011111
10/10/2003 22:00,albuquerque,nm,us,light,180,Three bright lights that were huddled together than began to seperate and disappeared.,35.0844444,-106.6505556
10/10/2003 23:00,bickerton (near wetherby) (uk/england),,,unknown,2700,two bright&#44 but fuzzy lights going in a hovering circle about 200 yards of the ground&#44 with a grey cloud above them,53.070884,-2.736506
10/10/2003 23:25,gleason,wi,us,sphere,1800,UFO Contact&#44 Amazing close sighting,45.3088889,-89.4963889
10/10/2004 2:50,mahwah,nj,us,triangle,180,Triangle shaped flying&#44 hovering U.F.O. witnessed over Sheraton Hotel in Mahwah&#44 NJ. on 10/10/04.,41.0886111,-74.1441667
10/10/2004 3:30,worthington st. forest,nj,,other,2700,witnessed a large object and an intense red light that illumiated the object.,40.058324,-74.405661
10/10/2004 3:50,portage la prairie (canada),mb,ca,changing,1200,Series of Green Blue Red White lights spherical or triangular formation SE of Portage la Prairie&#44 Manitoba Canada,49.966667,-98.3
10/10/2004 4:18,terre haute,in,us,sphere,5,silently&#44 it came over my head from behind; as I was laying on my back. About the size of a thumbnail at arms length&#44 was a lite white,39.4666667,-87.4138889
10/10/2004 8:30,indianapolis,in,us,oval,15,((NUFORC Note:  Possible sighting of a contrail??  PD)),39.7683333,-86.1580556
10/10/2004 9:45,nobel (canada),on,ca,unknown,300,Floating Red Object,45.416667,-80.1
10/10/2004 14:00,morgantown,wv,us,circle,10,Solid round silver ball passing over at about 3000MSL.,39.6294444,-79.9561111
10/10/2004 15:00,berkeley,ca,us,unknown,180,While driving my car in the mid afternoon of a day in the fall of 2004 on HYW 580 East-bound I had just crossed the San Rafael / Richmo,37.8716667,-122.2716667
10/10/2004 15:00,rock island,il,us,sphere,3600,The sky was clear  and the objects at times appeared to rotate slowly.,41.5094444,-90.5786111
10/10/2004 15:20,kedainiai (lithuania),,,oval,240,6 oval light objects very quickly rounded under the dark cloud for a some minutes ((NUFORC Note:  Possible advertising lights??  PD)),55.288131,23.957728
10/10/2004 19:00,chateauqua,ny,,formation,1200,4 bright circles in a half rainbow formation with a longer bright strip at the top of the formation,42.209774,-79.466844
10/10/2004 19:00,ripley,ny,us,circle,900,7 red/orange stationary objects appeared over Lake Erie on 10/10/04 for 15 minutes and then all disappeared at once.,42.2669444,-79.7108333
10/10/2004 21:00,faribault,mn,us,flash,900,Metor or craft descending then sudden flash of light,44.295,-93.2686111
10/10/2004 21:00,mansfield,oh,us,light,7200,Several UFO&#39s&#44 one bigger one flew right over the car.,40.7583333,-82.5155556
10/10/2004 22:00,columbia,mo,us,light,60,A light moved across the sky in a zig zag way then straightened out and went straight out into space in a matter of seconds.,38.9516667,-92.3338889
10/10/2004 23:30,gleason,wi,us,sphere,3000,It was about 9:30PM my friend and I were going to go out deer shining with my step dads truck and my friends spotlight. We left his hou,45.3088889,-89.4963889
10/10/2005 7:40,seattle,wa,us,other,60,round symetrical with roundish flat bottom shiny white colored low flying bigger than  a plane.,47.6063889,-122.3308333
10/10/2005 9:00,apache junction,az,us,other,30,half-moon shaped objects that just winked out,33.415,-111.5488889
10/10/2005 9:30,north miami beach,fl,us,oval,1800,i sent you an e-mail 2 days ago and really want to be contacted&#44 PLEASE  contact me asap&#44 I&#39m not crazy and nether is my wife&#44 please c,25.9327778,-80.1627778
10/10/2005 11:30,edgewater,fl,us,,0,orange ball in sky video taped over edgewater florida,28.9886111,-80.9025
10/10/2005 14:45,los angeles,ca,us,egg,10,Egg UFO over Hollywood Hills and LAX in LOS ANGELES&#44 CA.,34.0522222,-118.2427778
10/10/2005 20:00,loretto,pa,us,triangle,300,Dull red flash&#44 Triangular ship&#44 Vocal Noises,40.5030556,-78.6305556
10/10/2005 20:00,newtown (uk/wales),,gb,formation,360,red/orang lights dancing in the sky.,52.516667,-3.3
10/10/2005 21:00,lewisburg,tn,us,unknown,240,Like a grouping of balloons with a slight glow to them,35.4491667,-86.7888889
10/10/2005 21:30,north miami beach,fl,us,other,3600,a manta ray shaped object with orange and yellow lights flashing in,25.9327778,-80.1627778
10/10/2005 22:08,east wenatchee,wa,us,light,1200,Strange light over East Wenatchee Washington,47.4158333,-120.2919444
10/10/2005 23:00,hendersonville,nc,us,light,600,Last night&#44 October 10&#44 at about 11:00PM for about ten minutes I observed a peculiar point source light in the Eastern sky. It was at a,35.3186111,-82.4611111
10/10/2005 23:07,brainerd,mn,us,disk,300,A big lighted up silver saucer.,46.3580556,-94.2005556
38636,franklin,in,us,disk,0,two yellow objects sitting over the corn field in Franklin&#44 Indiana,39.4805556,-86.055
10/10/2006 1:00,pennington,tx,us,diamond,3600,IN form of diamond with multi colored lights that acted like disco light except one.  theone light was like a brite star and would resp,31.1911111,-95.2352778
10/10/2006 5:00,san francisco,ca,us,triangle,600,black triangles were seen flying across the surface of the full moon,37.775,-122.4183333
10/10/2006 12:37,blairsville,ga,us,unknown,10,Intermittant streak by moon&#44 not seen on photo taken 10 seconds earlier.,34.8761111,-83.9583333
10/10/2006 16:00,savannah,tn,us,light,600,weird light that moved in the sky,35.2247222,-88.2491667
10/10/2006 16:00,waynesboro,va,us,triangle,600,Large...beautiful...and brighter than anything I&#39ve ever seen....How small I have felt since....,38.0683333,-78.8897222
10/10/2006 19:00,unsure,ar,,fireball,2,Extreme sound with trails and orange red blue hues to it.  The trails were bright bright white.,35.20105,-91.831833
10/10/2006 20:00,bray,ok,us,other,360,Glowing V Shaped Object flying Low making no sound.,34.6377778,-97.8172222
10/10/2006 21:47,plymouth (devonshire) (uk/england),,gb,formation,120,they were right above me very small almost like minni stars and they were circling round sommothing and came closer and further away an,50.396389,-4.138611
10/10/2006 22:40,waycross,ga,us,light,120,Redish orange light viewed from Waycross &#44Ga. Moving Northwest and suddenly just goes out.,31.2133333,-82.3541667
10/10/2006 22:50,wolfforth,tx,us,disk,300,Huge aircraft with diagnally aligned white lights moving slowly and loudly through the night.,33.5058333,-102.0086111
10/10/2006 23:00,lyndhurst,oh,us,unknown,300,This is a follow up to my Feb. 16th&#44 1995 report.  This past Tuesday&#44 my wife and I AGAIN heard the same loud&#44 rumbling roar that we he,41.52,-81.4888889
10/10/2006 23:55,knik,ak,us,triangle,0,Slow moving&#44 no sound&#44  illuminated (craft) triangle over Point McKenzie&#44 Alaska.,61.4577778,-149.7288889
10/10/2007 1:00,lebanon,or,us,light,14400,Small Orange-White &quot;star&quot; that moves around in circles&#44 up&#44 down&#44 and sideways fast in the night sky,44.5366667,-122.9058333
10/10/2007 1:00,stockbridge,ga,us,changing,3600,i was abducted,33.5441667,-84.2338889
10/10/2007 4:00,denver,co,us,changing,2700,Huge lighted cluster in the eastern sky.  ((NUFORC Note:  Sighting of Venus.  PD)),39.7391667,-104.9841667
10/10/2007 4:30,jacksonville,fl,us,sphere,30,half mile from de saint Jhons River&#44 low flying sphere&#44   at slow speed without noise,30.3319444,-81.6558333
10/10/2007 5:00,bakersfield,ca,us,circle,0,UFO sighting in Bakersfield,35.3733333,-119.0177778
10/10/2007 6:00,indio,ca,us,oval,600,Observed 2 white clouds of identical shape in clear blue shy with object becoming visible beneath one cloud.,33.7205556,-116.2147222
10/10/2007 13:00,owego,ny,us,triangle,10800,triangle with 3 llights blinking. 500 Lights On Object0: Yes,42.1033333,-76.2625
10/10/2007 18:33,downingtown,pa,us,circle,120,Star-like (but MUCH BRIGHTER AND LARGER) light west of D-town&#44 PA.  Seen against sunset.  ((NUFORC Note:  Contrail??  PD)),40.0063889,-75.7036111
10/10/2007 19:00,austin,tx,us,flash,3,pulsing flash recurring at 2 second intervals 3 times along the same trajectory along 90 degrees of sky,30.2669444,-97.7427778
10/10/2007 20:10,starrsville (covington),ga,us,sphere,60,MUFON GEORGIA FOLLOW-UP REPORT:  Joint NUFORC-MUFON of Georgia Investigation-Fiery Sphere Shaped Object,33.5394444,-83.8194444
10/10/2007 20:24,west palm beach florida,fl,,fireball,180,Burning ball across the sky over central/south florida. Strobing effect towards end of the final view of object.,26.705621,-80.03643
10/10/2007 20:30,conyers,ga,us,unknown,3600,Craft seen falling and dissapears into thin air.  ((NUFORC Note:  Missile launch??  We have no explanation for the aircraft.  PD)),33.6675,-84.0177778
10/10/2007 20:55,vero beach,fl,us,unknown,30,Shooting star without red globe burn-out or descent maintains steady Southerly trajectory.  ((NUFORC Note:  Missile launch??  PD)),27.6383333,-80.3975
10/10/2007 21:00,jensen beach,fl,us,oval,120,A oval shaped object hovered and shot through the sky with very bright lights and then vanished. 500 Lights On Object0: Yes,27.2541667,-80.23
